A,B,C,target,f_0_am,f_0_gm,f_0_hm,f_1_am,f_1_gm,f_1_hm,f_2_am,f_2_gm,f_2_hm,f_0_1_lehmer4,f_0_1_lehmer3,f_0_1_pm6,f_0_2_lehmer4,f_0_2_lehmer3,f_0_2_pm6,f_1_2_lehmer4,f_1_2_lehmer3,f_1_2_pm6
0.4967141530112327,1.4153707420504142,0.3577873603482833,0.34435125558755075,0.4967141530112327,0.4967141530112327,0.4967141530112326,1.4153707420504142,1.4153707420504142,1.4153707420504142,0.3577873603482833,0.35778736034828323,0.3577873603482833,1.377309299022066,1.3146349319994335,1.2613442880158034,0.45891859969058124,0.44925612182091196,0.45227044718194176,1.3985587305735572,1.3518489346233942,1.2610068111143193
0.13826430117118466,0.42064532276535904,0.5607845263682344,0.2935063097500126,0.13826430117118466,0.13826430117118466,0.13826430117118466,0.42064532276535904,0.42064532276535904,0.42064532276535904,0.5607845263682344,0.5607845263682344,0.5607845263682344,0.4109611588984337,0.3931114228058962,0.3748311068117841,0.5545453287492281,0.5365716490954676,0.499620918928365,0.5191928881199245,0.5103256727430096,0.5134397259507489
0.6476885381006925,0.3427145165267695,1.083051243175277,0.9400992511503109,0.6476885381006925,0.6476885381006925,0.6476885381006925,0.3427145165267695,0.34271451652676943,0.3427145165267695,1.083051243175277,1.083051243175277,1.083051243175277,0.6083368431454289,0.5809785255128412,0.579116610738203,1.0063450631297963,0.9683669121380637,0.9721083589801205,1.0603142640541527,1.015667982205099,0.9650503426483077
1.5230298564080254,0.8022772692216189,1.053802052034903,1.3494529807648106,1.5230298564080254,1.5230298564080254,1.5230298564080254,0.8022772692216189,0.8022772692216189,0.8022772692216189,1.053802052034903,1.053802052034903,1.053802052034903,1.431114798643316,1.3664758657235794,1.3616543895123767,1.4062744536414342,1.3711176511753331,1.3806150889701916,0.9767943353826902,0.9615101431153202,0.967084844634469
0.23415337472333597,0.16128571166600914,1.377669367957091,0.8038212119437987,0.23415337472333597,0.23415337472333594,0.23415337472333594,0.16128571166600914,0.16128571166600914,0.16128571166600914,1.377669367957091,1.377669367957091,1.377669367957091,0.21620543005476417,0.21070592685311715,0.2121649500441874,1.3720823327592724,1.345563444503199,1.2273688051071872,1.3757207488055148,1.36122336115512,1.2273644005901112
0.23413695694918055,0.4040508568145384,0.9378250399151228,0.5977137367630299,0.23413695694918055,0.23413695694918055,0.23413695694918052,0.4040508568145384,0.4040508568145384,0.4040508568145384,0.9378250399151228,0.9378250399151228,0.9378250399151227,0.3763741194523595,0.36133800531747234,0.3622048837172512,0.9270425636318171,0.8965376822019585,0.8355408425151809,0.8982986321447856,0.8542570622379779,0.8363953648068008
1.5792128155073915,1.8861859012105302,0.5150352672086598,1.174890530936868,1.5792128155073915,1.5792128155073915,1.5792128155073917,1.8861859012105302,1.8861859012105302,1.8861859012105302,0.5150352672086598,0.5150352672086598,0.5150352672086598,1.7726540776833961,1.7596800361571094,1.7653767348057032,1.5435354085531732,1.4769049861627739,1.4072006917381956,1.8588275719230134,1.791046697288986,1.6805166666044096
0.7674347291529088,0.17457781283183896,0.5137859509122088,0.5814532011489758,0.7674347291529088,0.7674347291529088,0.7674347291529088,0.17457781283183896,0.17457781283183896,0.17457781283183896,0.5137859509122088,0.5137859509122088,0.5137859509122088,0.760536936750554,0.7382649383304857,0.6837224063469011,0.7088899160795636,0.6889323567636022,0.6936019649565565,0.5009810867159176,0.4786761988703722,0.4578485785401893
0.4694743859349521,0.25755039072276437,0.5150476863060479,0.5469707742375037,0.4694743859349521,0.4694743859349521,0.46947438593495205,0.25755039072276437,0.25755039072276437,0.25755039072276437,0.5150476863060479,0.5150476863060479,0.5150476863060479,0.4394435573351372,0.4204492623569016,0.42013306280653046,0.49540743687333,0.494366103099708,0.4948688756158636,0.48642901000946215,0.46353973275528343,0.4600432829884243
0.5425600435859647,0.07444591576616721,3.852731490654721,2.1774265018769534,0.5425600435859647,0.5425600435859647,0.5425600435859647,0.07444591576616721,0.07444591576616721,0.07444591576616721,3.852731490654721,3.8527314906547208,3.8527314906547208,0.5413538681528653,0.5339096205086843,0.48336658497317486,3.8435126463054727,3.7883619891960763,3.4323980082526293,3.8527042317721576,3.8513213029495614,3.432393546392986
0.46341769281246226,1.9187712152990415,0.570890510693167,0.4953859814300926,0.46341769281246226,0.46341769281246226,0.4634176928124622,1.9187712152990415,1.9187712152990415,1.9187712152990415,0.570890510693167,0.570890510693167,0.570890510693167,1.8985530789576874,1.8385580141665754,1.7094873567730524,0.5334378632246276,0.5282020955074523,0.5303879474558556,1.8841812776175328,1.8091554928749274,1.7096284004722788
0.46572975357025687,0.026513875449216878,1.135565640180599,0.9105253820741469,0.46572975357025687,0.46572975357025687,0.4657297535702569,0.026513875449216878,0.026513875449216878,0.026513875449216878,1.135565640180599,1.135565640180599,1.135565640180599,0.46564872921363654,0.4643108554387548,0.4149180428097746,1.0923380185326228,1.0391178741390505,1.0124748398705505,1.1355515236103046,1.134961361795278,1.0116739732284277
0.24196227156603412,0.06023020994102644,0.9540017634932023,0.6805236524284212,0.24196227156603412,0.2419622715660341,0.24196227156603414,0.06023020994102644,0.060230209941026444,0.06023020994102644,0.9540017634932023,0.9540017634932023,0.9540017634932023,0.23920179380155004,0.2313586173620229,0.21557242395326237,0.9425711105538463,0.9109663745481077,0.8499566505957511,0.9537769031597634,0.950453390235732,0.8499189571702336
1.913280244657798,2.463242112485286,0.651391251305798,1.3636867115818618,1.913280244657798,1.913280244657798,1.9132802446577977,2.463242112485286,2.463242112485286,2.463242112485286,0.651391251305798,0.651391251305798,0.651391251305798,2.2877572624376237,2.256296068702645,2.2683230272207804,1.865372897462868,1.7822057921155818,1.704981051542077,2.4303441566925437,2.3448190403650018,2.1946243041705262
1.7249178325130328,0.19236096478112252,0.3152692446403456,1.1506414192921222,1.7249178325130328,1.7249178325130328,1.7249178325130328,0.19236096478112252,0.19236096478112252,0.1923609647811225,0.3152692446403456,0.3152692446403456,0.3152692446403456,1.722795270947309,1.7060923599185331,1.5367275785308547,1.716363092631948,1.679349177692109,1.5367366340042923,0.29251875469270794,0.2819259259870757,0.28323791921694946
0.5622875292409727,0.30154734233361247,0.7589692204932674,0.662728759030396,0.5622875292409727,0.5622875292409727,0.5622875292409727,0.30154734233361247,0.30154734233361247,0.30154734233361247,0.7589692204932674,0.7589692204932674,0.7589692204932674,0.5274454715711518,0.504047719899076,0.5029080096609164,0.7021119606631434,0.6892716135128473,0.6936311641553762,0.7319736311533114,0.6966065292804796,0.676607272226244
1.0128311203344238,0.03471176970524331,0.7728252145375718,0.9610234645654941,1.0128311203344238,1.0128311203344238,1.0128311203344238,0.03471176970524331,0.03471176970524331,0.03471176970524331,0.7728252145375718,0.7728252145375718,0.7728252145375718,1.0127917477860724,1.0116835971259526,0.9023299470422802,0.9390048957228704,0.9245143770728442,0.9298288197624557,0.772758338553815,0.7713391461335187,0.6885089939202297
0.3142473325952739,1.168678037619532,0.23681860674000887,0.2445062940082958,0.3142473325952739,0.31424733259527393,0.3142473325952739,1.168678037619532,1.168678037619532,1.168678037619532,0.23681860674000887,0.23681860674000887,0.23681860674000887,1.152383400901753,1.1110660372353336,1.041239344497267,0.2910408190595792,0.286201638511195,0.2879219283730741,1.160988247001327,1.1319231060650845,1.041185779563332
0.9080240755212109,1.1428228145150205,0.48536354782910346,0.7291104469240014,0.9080240755212109,0.9080240755212109,0.908024075521211,1.1428228145150205,1.1428228145150205,1.1428228145150205,0.48536354782910346,0.48536354782910346,0.48536354782910346,1.0643900357390086,1.0519574425521547,1.0569428358955177,0.8520256962849958,0.8140982303619608,0.8120721514261917,1.0960410413714274,1.0423553753684356,1.0191327848894123
1.4123037013352915,0.7519330326867741,0.08187413938632256,0.7340746149240385,1.4123037013352915,1.4123037013352915,1.4123037013352915,0.7519330326867741,0.7519330326867741,0.7519330326867742,0.08187413938632256,0.08187413938632257,0.08187413938632256,1.3257082662888386,1.2664540872304144,1.2629513657339053,1.4120445441628429,1.4078474253886044,1.2582195651045414,0.7510691486570333,0.7440819515084609,0.6698963610116381
1.465648768921554,0.7910319470430469,2.3146585666735087,1.8998532642968031,1.465648768921554,1.465648768921554,1.465648768921554,0.7910319470430469,0.7910319470430469,0.791031947043047,2.3146585666735087,2.3146585666735087,2.3146585666735087,1.3739980910400793,1.313467566511123,1.3110689154044968,2.1427547371961286,2.071674816452091,2.083706284716628,2.2561792165661703,2.1553202163143035,2.0626735151469893
0.22577630048653566,0.9093874547947389,1.867265192591748,1.1060364490828334,0.22577630048653566,0.22577630048653563,0.22577630048653566,0.9093874547947389,0.9093874547947389,0.9093874547947389,1.867265192591748,1.867265192591748,1.867265192591748,0.8990835585366757,0.869696561099295,0.8102037376359171,1.8643685963611736,1.843612571769634,1.6635450329044341,1.7680759620036146,1.6836275967188385,1.667223246101166
0.06752820468792384,1.4027943109360992,0.6862601903745135,0.2950721292078714,0.06752820468792384,0.06752820468792384,0.06752820468792384,1.4027943109360992,1.4027943109360992,1.4027943109360992,0.6862601903745135,0.6862601903745135,0.6862601903745135,1.4026453772270997,1.399707251337543,1.2497476560194318,0.6856712407182155,0.6803266967172529,0.6113884164159055,1.327694844592739,1.2644246150752103,1.2525867032465252
1.4247481862134568,1.4018510627922809,1.6127158711896517,1.7279707562701003,1.4247481862134568,1.4247481862134568,1.4247481862134568,1.4018510627922809,1.4018510627922809,1.4018510627922809,1.6127158711896517,1.6127158711896517,1.6127158711896517,1.4135777961634446,1.413485092556217,1.41353139495417,1.536003906250058,1.5303196762102373,1.532988947143143,1.5291235276723967,1.5219613540349786,1.525265885056847
0.5443827245251827,0.5868570938002703,0.47193186578943347,0.4075555570073379,0.5443827245251827,0.5443827245251827,0.5443827245251827,0.5868570938002703,0.5868570938002703,0.5868570938002703,0.47193186578943347,0.47193186578943347,0.47193186578943347,0.5680031153138703,0.567212438255026,0.5675987980478006,0.5158011778029387,0.5132960445544718,0.5144482483093454,0.5475383355998421,0.5417236678706102,0.5441100740356603
0.11092258970986608,2.1904556258099785,1.088950596967366,0.4785177320598428,0.11092258970986608,0.1109225897098661,0.11092258970986607,2.1904556258099785,2.1904556258099785,2.1904556258099785,1.088950596967366,1.088950596967366,1.088950596967366,2.1901856243856574,2.185136691042399,1.9514741146617498,1.0879180067743288,1.0789069374591096,0.9701448715722913,2.0699295930221893,1.9721736680758997,1.9563531979824498
1.1509935774223028,0.9905363251306883,0.06428001909546277,0.7234478856088896,1.1509935774223028,1.1509935774223028,1.1509935774223028,0.9905363251306883,0.9905363251306883,0.9905363251306883,0.06428001909546277,0.06428001909546278,0.06428001909546277,1.088533187584234,1.082720327824327,1.085370272078185,1.1508043218238835,1.1476147278958226,1.0254187078985293,0.9902832617656038,0.986651984787435,0.882467553314891
0.37569801834567196,0.5662977296027719,1.0777447779293061,0.8058876675337826,0.37569801834567196,0.37569801834567196,0.37569801834567196,0.5662977296027719,0.5662977296027719,0.5662977296027719,1.0777447779293061,1.0777447779293061,1.0777447779293061,0.5232210607216797,0.5080463105694061,0.5114411935874128,1.0492137968467923,1.0016762229409797,0.9604483912438018,1.0129478866144654,0.9670886117603045,0.9635002367019968
0.600638689918805,0.09965136508764122,0.7153037092599682,0.7203831812946022,0.600638689918805,0.600638689918805,0.600638689918805,0.09965136508764122,0.09965136508764122,0.09965136508764122,0.7153037092599682,0.7153037092599682,0.7153037092599682,0.598361193132502,0.587218029068976,0.535110098885723,0.6726615712525201,0.6678872805971823,0.6699926311032117,0.7136435827218226,0.7035824854232615,0.6372639341275322
0.2916937497932768,0.5034756541161992,0.6795977489346758,0.5484803002904043,0.2916937497932768,0.2916937497932768,0.2916937497932768,0.5034756541161992,0.5034756541161992,0.5034756541161992,0.6795977489346758,0.6795977489346758,0.6795977489346758,0.4689961799347577,0.4502537016654688,0.4513294104882248,0.6511728322797251,0.6192529099826352,0.6060820544690003,0.6286858476187246,0.6171872327005333,0.6210910433889345
0.6017066122293969,1.5506634310661327,0.7303666317171367,0.6648119446885753,0.6017066122293969,0.6017066122293969,0.6017066122293969,1.5506634310661327,1.5506634310661327,1.5506634310661327,0.7303666317171367,0.7303666317171367,0.7303666317171367,1.498280727089197,1.4264786424373987,1.3822689031524646,0.6842257245020652,0.678348559600503,0.6808648838997592,1.4730602010055494,1.4017265750269845,1.3839865271607341
